DUID;Module;DataID;TypeData;NUID1;Parent1;LocalID1;NUID2;Parent2;LocalID2
63;Pow.Out12M;SwitchOffCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
64;Pow.Out12M;SwitchOffCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
65;Pow.Out12M;SwitchOffCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
66;Pow.Out12M;SwitchOffCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
67;Pow.Out12M;SwitchOffCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
68;Pow.Out12M;SwitchOffCh7;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
69;Pow.Out12M;SwitchOffCh8;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
71;Pow.Out12M;OnRequestPowData;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
80;Pow.Out12F;SwitchOnCh1;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
81;Pow.Out12F;SwitchOnCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
82;Pow.Out12F;SwitchOnCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
83;Pow.Out12F;SwitchOnCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
84;Pow.Out12F;SwitchOnCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
85;Pow.Out12F;SwitchOnCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
86;Pow.Out12F;SwitchOnCh7;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
87;Pow.Out12F;SwitchOnCh8;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
88;Pow.Out12F;SwitchOffCh1;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
89;Pow.Out12F;SwitchOffCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
90;Pow.Out12F;SwitchOffCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
91;Pow.Out12F;SwitchOffCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
92;Pow.Out12F;SwitchOffCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
93;Pow.Out12F;SwitchOffCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
94;Pow.Out12F;SwitchOffCh7;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
95;Pow.Out12F;SwitchOffCh8;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
97;Pow.Out12F;OnRequestPowData;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
106;Pow.Out12A;SwitchOnCh1;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
107;Pow.Out12A;SwitchOnCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
108;Pow.Out12A;SwitchOnCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
109;Pow.Out12A;SwitchOnCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
110;Pow.Out12A;SwitchOnCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
111;Pow.Out12A;SwitchOnCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
112;Pow.Out12A;SwitchOnCh7;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
113;Pow.Out12A;SwitchOnCh8;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
114;Pow.Out12A;SwitchOffCh1;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
115;Pow.Out12A;SwitchOffCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
116;Pow.Out12A;SwitchOffCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
117;Pow.Out12A;SwitchOffCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
118;Pow.Out12A;SwitchOffCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
119;Pow.Out12A;SwitchOffCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
120;Pow.Out12A;SwitchOffCh7;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
121;Pow.Out12A;SwitchOffCh8;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
123;Pow.Out12A;OnRequestPowData;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
132;Pow.Out24M;SwitchOnCh1;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
133;Pow.Out24M;SwitchOnCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
134;Pow.Out24M;SwitchOnCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
135;Pow.Out24M;SwitchOnCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
136;Pow.Out24M;SwitchOnCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
137;Pow.Out24M;SwitchOnCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
138;Pow.Out24M;SwitchOnCh7;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
139;Pow.Out24M;SwitchOnCh8;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
140;Pow.Out24M;SwitchOffCh1;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
141;Pow.Out24M;SwitchOffCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
142;Pow.Out24M;SwitchOffCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
143;Pow.Out24M;SwitchOffCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
144;Pow.Out24M;SwitchOffCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
145;Pow.Out24M;SwitchOffCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
146;Pow.Out24M;SwitchOffCh7;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
147;Pow.Out24M;SwitchOffCh8;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
149;Pow.Out24M;OnRequestPowData;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
158;Pow.Out24F;SwitchOnCh1;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
159;Pow.Out24F;SwitchOnCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
160;Pow.Out24F;SwitchOnCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
161;Pow.Out24F;SwitchOnCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
162;Pow.Out24F;SwitchOnCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
163;Pow.Out24F;SwitchOnCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
164;Pow.Out24F;SwitchOnCh7;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
165;Pow.Out24F;SwitchOnCh8;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
166;Pow.Out24F;SwitchOffCh1;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
167;Pow.Out24F;SwitchOffCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
168;Pow.Out24F;SwitchOffCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
169;Pow.Out24F;SwitchOffCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
170;Pow.Out24F;SwitchOffCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
171;Pow.Out24F;SwitchOffCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
172;Pow.Out24F;SwitchOffCh7;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
173;Pow.Out24F;SwitchOffCh8;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
175;Pow.Out24F;OnRequestPowData;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
184;Pow.Out24A;SwitchOnCh1;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
185;Pow.Out24A;SwitchOnCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
186;Pow.Out24A;SwitchOnCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
187;Pow.Out24A;SwitchOnCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
188;Pow.Out24A;SwitchOnCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
189;Pow.Out24A;SwitchOnCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
190;Pow.Out24A;SwitchOnCh7;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
191;Pow.Out24A;SwitchOnCh8;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
192;Pow.Out24A;SwitchOffCh1;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
193;Pow.Out24A;SwitchOffCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
194;Pow.Out24A;SwitchOffCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
195;Pow.Out24A;SwitchOffCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
196;Pow.Out24A;SwitchOffCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
197;Pow.Out24A;SwitchOffCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
198;Pow.Out24A;SwitchOffCh7;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
199;Pow.Out24A;SwitchOffCh8;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
201;Pow.Out24A;OnRequestPowData;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
210;Pow.Out220M;SwitchOnCh1;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
211;Pow.Out220M;SwitchOnCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
212;Pow.Out220M;SwitchOnCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
213;Pow.Out220M;SwitchOnCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
214;Pow.Out220M;SwitchOnCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
215;Pow.Out220M;SwitchOnCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
216;Pow.Out220M;SwitchOnCh7;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
217;Pow.Out220M;SwitchOnCh8;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
218;Pow.Out220M;SwitchOffCh1;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
219;Pow.Out220M;SwitchOffCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
220;Pow.Out220M;SwitchOffCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
221;Pow.Out220M;SwitchOffCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
222;Pow.Out220M;SwitchOffCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
223;Pow.Out220M;SwitchOffCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
224;Pow.Out220M;SwitchOffCh7;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
225;Pow.Out220M;SwitchOffCh8;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
227;Pow.Out220M;OnRequestPowData;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
236;Pow.Out220F;SwitchOnCh1;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
237;Pow.Out220F;SwitchOnCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
238;Pow.Out220F;SwitchOnCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
239;Pow.Out220F;SwitchOnCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
240;Pow.Out220F;SwitchOnCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
241;Pow.Out220F;SwitchOnCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
242;Pow.Out220F;SwitchOnCh7;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
243;Pow.Out220F;SwitchOnCh8;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
244;Pow.Out220F;SwitchOffCh1;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
245;Pow.Out220F;SwitchOffCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
246;Pow.Out220F;SwitchOffCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
247;Pow.Out220F;SwitchOffCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
248;Pow.Out220F;SwitchOffCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
249;Pow.Out220F;SwitchOffCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
250;Pow.Out220F;SwitchOffCh7;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
251;Pow.Out220F;SwitchOffCh8;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
253;Pow.Out220F;OnRequestPowData;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
262;Pow.Out220A;SwitchOnCh1;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
263;Pow.Out220A;SwitchOnCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
264;Pow.Out220A;SwitchOnCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
265;Pow.Out220A;SwitchOnCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
266;Pow.Out220A;SwitchOnCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
267;Pow.Out220A;SwitchOnCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
268;Pow.Out220A;SwitchOnCh7;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
269;Pow.Out220A;SwitchOnCh8;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
270;Pow.Out220A;SwitchOffCh1;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
271;Pow.Out220A;SwitchOffCh2;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
272;Pow.Out220A;SwitchOffCh3;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
273;Pow.Out220A;SwitchOffCh4;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
274;Pow.Out220A;SwitchOffCh5;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
275;Pow.Out220A;SwitchOffCh6;Method;3;NetEthernet.192.168.10.Ids.OpM;12;7;NetWiFi.192.168.11.Ids.OpM;12
