PUID;Parent;LocalID;TypeGraphics
524;Pow.Out220A;ButtOffCh6;ioButtonShape
525;Pow.Out220A;ButtOnCh6;ioButtonShape
526;Pow.Out220A;GridCh7;ioPanelGrid
527;Pow.Out220A;ButtOffCh7;ioButtonShape
528;Pow.Out220A;ButtOnCh7;ioButtonShape
529;Pow.Out220A;GridCh8;ioPanelGrid
530;Pow.Out220A;ButtOffCh8;ioButtonShape
531;Pow.Out220A;ButtOnCh8;ioButtonShape
532;Pow.Out220A;Ind220A;ioPanelGrid
533;Steer;GridCommandCpM;ioPanelGrid
534;Steer;GridModeCpM;ioPanelGrid
535;Steer;GridSetRefCpM;ioPanelGrid
536;Steer;GridCommandCpA;ioPanelGrid
537;Steer;GridModeCpA;ioPanelGrid
538;Steer;GridSetRefCpA;ioPanelGrid
539;Steer;GridApMPanel;ioPanelGrid
540;Steer.ApM;GridAutopilot;ioPanelGrid
541;Steer.ApM;LabelApSteer;ioLabel
542;Steer.ApM;InstrHeadingRef;ioTextBlock
543;Steer.ApM;LabelHeading;ioLabel
544;Steer.ApM;InstrHeading;ioTextBlock
545;Steer.ApM;ShapeContourShip;ioShape
546;Steer.ApM;CompThruster;ioUiComponent
547;Steer.ApM;CompRudder;ioUiComponent
548;Steer.ApM;CompRateOfTurn;ioUiComponent
549;Steer.ApM;CompEngine;ioUiComponent
550;Steer.ApM;GridRotMeas;ioPanelGrid
551;Steer.ApM;TextRotValue;ioTextBlock
552;Steer.ApM;LabelRot;ioLabel
553;Steer.ApM;GridEngineMeas;ioPanelGrid
554;Steer.ApM;TextEngineValue;ioTextBlock
555;Steer.ApM;LabelEngine;ioLabel
556;Steer.ApM;GridThrustMeas;ioPanelGrid
557;Steer.ApM;TextThrustValue;ioTextBlock
558;Steer.ApM;LabelThrust;ioLabel
559;Steer.ApA;GridAutopilot;ioPanelGrid
560;Steer.ApA;LabelApSteer;ioLabel
561;Steer.ApA;InstrHeadingRef;ioTextBlock
562;Steer.ApA;LabelHeading;ioLabel
563;Steer.ApA;InstrHeading;ioTextBlock
564;Steer.ApA;ShapeContourShip;ioShape
565;Steer.ApA;CompThruster;ioUiComponent
566;Steer.ApA;CompRudder;ioUiComponent
567;Steer.ApA;CompRateOfTurn;ioUiComponent
568;Steer.ApA;CompEngine;ioUiComponent
569;Steer.ApA;GridRotMeas;ioPanelGrid
570;Steer.ApA;TextRotValue;ioTextBlock
571;Steer.ApA;LabelRot;ioLabel
572;Steer.ApA;GridEngineMeas;ioPanelGrid
573;Steer.ApA;TextEngineValue;ioTextBlock
574;Steer.ApA;LabelEngine;ioLabel
575;Steer.ApA;GridThrustMeas;ioPanelGrid
576;Steer.ApA;TextThrustValue;ioTextBlock
577;Steer.ApA;LabelThrust;ioLabel
578;Steer.CpM;CommandNoRef;ioPanelGrid
579;Steer.CpM;ModeNoRef;ioPanelGrid
580;Steer.CpA;CommandNoRef;ioPanelGrid
581;Steer.CpA;ModeNoRef;ioPanelGrid
582;Steer.CpM;Command;ioPanelGrid
583;Steer.CpM;Mode;ioPanelGrid
584;Steer.CpM;Reference;ioPanelGrid
585;Steer.CpA;Command;ioPanelGrid
586;Steer.CpA;Mode;ioPanelGrid
587;Steer.CpA;Reference;ioPanelGrid
588;Steer.CpM;HeaderCommandPanelSteer;ioLabel
589;Steer.CpM;ShapeCommandStatusSteer;ioShape
590;Steer.CpM;LabelSteerMode;ioLabel
591;Steer.CpM;TextCommandStatusSteer;ioTextBlock
592;Steer.CpM;ButtTakeRequestSteer;ioButtonShape
593;Steer.CpM;ButtReleaseSteer;ioButtonShape
594;Steer.CpA;HeaderCommandPanelSteer;ioLabel
595;Steer.CpA;ShapeCommandStatusSteer;ioShape
596;Steer.CpA;LabelSteerMode;ioLabel
597;Steer.CpA;TextCommandStatusSteer;ioTextBlock
598;Steer.CpA;ButtTakeRequestSteer;ioButtonShape
599;Steer.CpA;ButtReleaseSteer;ioButtonShape
600;Steer.CpM;HeaderModeControl;ioLabel
601;Steer.CpM;ButtDp;ioButtonShape
602;Steer.CpM;ButtTrack;ioButtonShape
603;Steer.CpM;ButtRiver;ioButtonShape
604;Steer.CpM;ButtWork;ioButtonShape
605;Steer.CpM;ButtCourse;ioButtonShape
606;Steer.CpM;ButtStandby;ioButtonShape
607;Steer.CpA;HeaderModeControl;ioLabel
608;Steer.CpA;ButtDp;ioButtonShape
609;Steer.CpA;ButtTrack;ioButtonShape
610;Steer.CpA;ButtRiver;ioButtonShape
611;Steer.CpA;ButtWork;ioButtonShape
612;Steer.CpA;ButtCourse;ioButtonShape
613;Steer.CpA;ButtStandby;ioButtonShape
614;Steer.CpM;LabelHeader;ioLabel
615;Steer.CpM;ButtonLeftSmall;ioButtonText
616;Steer.CpM;ButtMidZero;ioButtonText
617;Steer.CpM;ButtRightSmall;ioButtonText
618;Steer.CpM;EncoderNumber;ioTextBoxNumber
619;Steer.CpM;ButtLeftBig;ioButtonText
620;Steer.CpM;ButtRightBig;ioButtonText
621;Steer.CpA;LabelHeader;ioLabel
622;Steer.CpA;ButtonLeftSmall;ioButtonText
623;Steer.CpA;ButtMidZero;ioButtonText
624;Steer.CpA;ButtRightSmall;ioButtonText
625;Steer.CpA;EncoderNumber;ioTextBoxNumber
626;Steer.CpA;ButtLeftBig;ioButtonText
627;Steer.CpA;ButtRightBig;ioButtonText
56;Pow;RowTop12V;ioPanelGrid
57;Pow;RowMid24V;ioPanelGrid
